x,y
3.4138508076071727,6.452794706049964
1.4789632843948048,1.8852697764261916
3.133346599485636,5.531746459830637
3.364371214425013,4.592035099593961
1.0445532978346255,0.6359823907307514
1.1282017128468134,0.4076013889675752
2.003584952406572,2.898654661481819
2.8145224940595006,4.689849854947869
1.3742508924468844,0.5334767713956209
3.4938962654256414,3.7305820496101734
4.179112168293196,8.451568017161662
3.552069657703434,4.279618591144111
3.8294763010541333,9.161585787587638
1.1968142894638278,0.6226504423897304
4.961928229264876,5.515002719006466
2.4706472547875924,2.306475953609348
1.3669783185945725,1.8314988058081374
1.1310218070204878,1.184210897268387
2.6660076617232056,5.615936523869216
4.44928952957828,12.40917064078588
4.967469176605891,8.56556135443911
3.498961275661742,9.162354376195832
1.141001484782855,0.5824618713786888
4.299133980944514,10.517700724539907
2.398670193080823,5.233014179951421
3.197423786260893,2.288083972751485
1.2101407783759877,0.6152190255346228
2.2006031589649666,0.837082291471023
1.1312197137310922,0.7444432986196394
2.170051209552378,2.842512824512453
2.2383876131519154,1.1229388541703968
3.868150640846411,8.040273751560745
4.475078224087083,1.6572262843997676
2.3187815943285632,5.0294061165771575
4.180091388896198,16.553194889204132
3.6442499653831595,11.663253075805326
3.0222815808949277,4.619931380899801
4.526482579634996,13.305671228316045
1.859857953881758,2.6677113900865037
2.0378425555318307,0.7382575910133872
2.7075792200900306,2.8073070533136955
1.4446663584832304,1.5241664685537053
2.4348167927832756,4.137332194213954
1.8934657814119196,3.0807234500441805
3.7378243579964368,6.664212529127635
3.215633654698393,0.24905296632669743
3.202201743055937,4.070554731799295
1.9556552676301666,2.6051400538811684
2.7861148865845697,4.607927904905892
2.079846532615577,2.033904481141269
3.5967519448571688,10.696917565138397
2.9926376341235223,7.931267891900202
3.121603193227697,7.083473243099054
4.184907047676308,6.108701856814154
1.796130571691601,2.308228730023772
4.053714059615807,13.98990792399752
2.29484490156264,2.5942763974728313
1.1918301461292264,0.6690515690140456
2.497712298473336,5.3381749776876175
4.256545232987678,11.413203235700138
4.221706633378743,1.5003985160983722
3.65545531297528,9.25987064117804
1.4239363864181707,0.8840663113685686
1.3391889300180657,0.6605133742775525
2.2944567080771114,1.797450099740918
3.6118690325802643,11.7241430982957
1.6192318944232333,0.9200475493620973
1.929186198166069,1.597921395791958
3.6149233925581834,10.186408447882814
2.531085807056113,0.789500428335324
1.0233983629669265,0.6927635777872901
3.4590891221968207,10.8052821002341
2.0138678685028104,1.7655195909189076
2.1341018681258883,3.7072666153939293
4.88387314715091,6.995344318254187
3.6435027936922744,8.414021304159656
3.7171352020660815,10.68638498800009
4.126404404381203,4.968146491501402
4.051561277280055,1.6597558076312386
4.313386444992417,3.0428153096616777
4.034588701394614,14.94361705624167
4.578449598064738,13.173138377060637
3.613644929534386,7.097164780118441
3.2836280089041963,10.275104315063642
1.283424307244387,1.2792125767981815
3.920969402615107,10.074979133988588
1.9053600863968145,0.13113492361416473
2.5493440575624495,2.409871434495789
2.828270726977434,1.8924328801297976
3.9816932014095814,9.563910177963821
3.4757610674017863,4.134953520151684
2.5885205454223987,5.996296634454429
3.9734231873474313,4.46854872380418
1.9955822466953443,1.22350650234266
3.7305488114383705,2.5023701340413806
1.5655744782984131,0.49331191023092613
1.7485696484213369,1.696507467050866
3.014315421216107,0.1358926695500065
3.3186734444206945,8.822101908823957
1.2054727550273934,0.24290111647114387
2.8312400377791107,2.5276733322735025
1.2194524706158192,0.1638674692163422
4.464800185597263,19.262532495121892
3.7784839230561955,12.645060106407252
1.384943936211382,1.39777422150734
4.596646835236281,5.257269496505052
3.550936993953173,0.7901135165362895
2.8775409571365262,5.506478990800667
1.5170690282287818,1.995389207274766
3.272204835241488,3.2722799274261734
3.9744069089599394,1.5512051329456722
3.8549849878310405,3.6739666389343526
1.6516014893347775,0.3060194130308132
1.6534698427829895,0.764633904248999
1.471076705519125,0.5681331922177573
