          xout           ,          yout           
   0.8595082241638148    ,   0.5459786128588167    
   -0.6129502334483274   ,   -0.9384789495954307   
   0.5658875323773929    ,   0.9274004133680951    
    0.834880097299092    ,   -0.8972982200045205   
   -0.5683734983473574   ,   0.9875749790343618    
   0.9863340330274357    ,  -0.35847028271800485   
   0.8165018331078318    ,   0.5943232681696706    
   -0.9869474334114678   ,   0.9568428751982856    
   0.2556248551923179    ,   -0.9761353491498528   
   -0.7299473650212263   ,   0.7281230174139004    
   -0.9602001989068447   ,   -0.6593213433767622   
   0.8802764094224069    ,   0.5412430270265334    
   0.9108288573554373    ,   -0.5030994932311164   
   0.9328526092753102    ,   0.4536612373331117    
   0.8491318231118741    ,   -0.7603772159239139   
   0.6910171620013021    ,   0.7884164071466377    
   -0.9204549690744439   ,   0.8520188050595585    
   -0.8503712692002345   ,   0.9235555645485443    
   -0.5440291452590078   ,   -0.9766051100619992   
   -0.6715342586272215   ,   0.8807645912971012    
   -0.8510550961700016   ,   0.8219737204116666    
   0.5166414603228815    ,   0.9154457050156604    
   -0.9018114503251204   ,   0.5606343517815733    
   0.5924608874593984    ,   0.9380720962031532    
   0.8847111253674433    ,   0.5391361421872767    
   -0.8897483980566101   ,    0.798988765757882    
   -0.9360876228697865   ,   0.9943933414674302    
   -0.9194817013626149   ,   -0.6907466948350718   
   0.9953387913316416    ,   0.8797691401482512    
   -0.9039416830891116   ,   0.7108511961519046    
   -0.9961937334710567   ,     0.3456561893879     
    0.969862503396604    ,   -0.9612769474423273   
   0.4573201301691805    ,   -0.8948386613270842   
   0.9153464585331008    ,   0.9580307896838092    
   0.6915021443819414    ,   0.7998959462922912    
  -0.33601649864696137   ,   0.9498696342794497    
   0.9847047229662416    ,   0.6522080720319738    
   -0.9493635298801542   ,   -0.7562749100300596   
   -0.9957047065076747   ,   0.4736330853254249    
   -0.7385845955759389   ,   -0.7150033855521731   
   -0.7693019953146039   ,   -0.7179439057653871   
   0.7778396993258447    ,   0.8737348815925992    
   -0.3606466191569202   ,   -0.9688017361302288   
   -0.9055073339283881   ,   0.5068939080875898    
   -0.9707071532588083   ,   -0.7695297059418289   
   -0.9911773099533696   ,   0.15056805083030955   
   0.9579984728422912    ,   0.5687809079408241    
   0.7351288771871354    ,   -0.784327164635402    
   0.9883648904755105    ,   0.6879537562233855    
   -0.9748498269061328   ,   0.9916813077548383    
   -0.9611019181129004   ,    0.997597024115382    
   -0.5158482296823859   ,    0.978512352541407    
   0.9178718633940526    ,   -0.9849772452434389   
   -0.7293285532051579   ,   -0.8880733689618598   
   0.9946257850680125    ,   -0.9154358701952019   
   0.9165074365313868    ,   -0.7972963353232574   
   0.9501311747626187    ,   -0.4542225140527527   
   -0.8026742807109577   ,   0.6458245983463702    
   0.5412980085602157    ,   0.8460676142699912    
   0.8034878525164195    ,   0.9233685483161918    
   0.9723769270786518    ,   0.8617499169415097    
   -0.7612565321533413   ,    0.743445246202427    
   -0.9106217075028322   ,   0.5661019757586077    
   0.9619595842879805    ,   -0.4655451153730097   
   0.7614513902670901    ,   -0.8206913920325531   
   0.9307958412571178    ,   0.6332643179122783    
   -0.5164370427544416   ,   -0.930144263606604    
   0.6484098167569747    ,   -0.8758045697236507   
   0.9743433103777501    ,   0.9528094850062832    
   0.7223477774274978    ,   -0.6984529664676227   
   -0.8192009703991243   ,   0.7837519207836299    
   0.7972996338629799    ,   0.9840662071794335    
   0.7473349917765342    ,   0.6669265428271729    
   -0.6994387285423209   ,   -0.7235471271776353   
   -0.7323147603390288   ,   -0.8809198157614797   
   -0.4040721828424867   ,   0.9658788054065841    
   -0.5039622090271489   ,    0.867182504645059    
   -0.8983501299773953   ,   0.9971274480418324    
   0.8699250318393361    ,   0.9201911954098505    
   -0.8043271428609082   ,   -0.9908849600154448   
   0.7277280273386735    ,   0.8483525320441418    
    -0.98832390666399    ,   -0.9544649459950256   
   -0.6245659084438264   ,    0.891624191092232    
   0.8374526376576008    ,   -0.9367613677288551   
   0.5295681250718052    ,   -0.9420821050386281   
   0.9211673248698158    ,   0.5643173950045308    
   0.38289610237000504   ,   0.9453420566289801    
   -0.8620686818807408   ,    0.880119006002855    
   -0.8095559142291557   ,   0.8404698904987444    
    -0.64618292666825    ,   0.9632849941470627    
   -0.985172484044311    ,   0.48675080296074613   
   0.7862364731864027    ,   -0.642071376304854    
   -0.8503050185464616   ,   0.5365857715885822    
   -0.9793329638696928   ,   0.3395484684728145    
   0.8810424586284764    ,   0.6588494776228617    
   -0.8572909297764877   ,   0.6784710303928438    
   -0.6119783609666827   ,   -0.9191526717759686   
   0.4529019864989867    ,   -0.9018878185572397   
   -0.9547852005019135   ,   0.42111905838853003   
   0.7539169055985451    ,   -0.7311771039822885   
   -0.5998814815850457   ,   -0.864170405049751    
   0.9977311533342734    ,   -0.6554567170478047   
   0.9590810233695464    ,   -0.7296849870539466   
   -0.9930047516466458   ,  -0.25756462214113296   
   -0.9275681143705747   ,   -0.6033666655450156   
   0.9183617631404377    ,   -0.907972607212713    
  -0.32453996682661246   ,   -0.980186534362741    
    0.915315251208006    ,   -0.9120138309601977   
   0.7183262581238821    ,   -0.7277973370580764   
   -0.7222720998727723   ,   0.7155805219317766    
   -0.7886747205755247   ,   0.8531941463925681    
   -0.6537398171060309   ,   0.9944374782694632    
    -0.95097991135459    ,   -0.3628780691354101   
   0.7667900402577577    ,   -0.7964249219777602   
   -0.9847671050966387   ,   -0.4129266051053877   
   -0.9220305264204414   ,   0.9503022923252882    
   -0.9717552404692429   ,   0.6152516072458014    
   -0.9549592146404058   ,   0.9902482991055335    
   -0.7358779981197732   ,   -0.7203895678983638   
   -0.8824153704762261   ,   0.8761526968978697    
   -0.8016563116037094   ,   0.9644957280462545    
   0.8732737760503615    ,   -0.827030226527733    
   -0.6327903069724345   ,   0.9055826599061434    
   0.7873883072377033    ,   0.9091014523500871    
   0.6382214193423512    ,   -0.8079250098744004   
   0.7800592945197957    ,   0.8031266617920267    
   0.7237515828610797    ,   0.7451798785883972    
   -0.761667259945352    ,   0.8657812835080225    
   0.9472448401953797    ,   -0.4842453943348308   
   -0.557267687176898    ,   -0.9011761537855141   
   0.8818177290699079    ,   -0.8913616707768028   
   0.9503063541208074    ,   0.3786356197382936    
   -0.8834230790887254   ,   0.8370583477346047    
   0.7695597865898967    ,   0.8688079301017428    
   -0.7654318816069858   ,   -0.8149709269602703   
   -0.8923397634688239   ,   -0.9403407817765657   
   0.9984465756543499    ,  -0.10191315114148414   
   0.6706268692328747    ,   0.9660214934239519    
   -0.7244846405583618   ,   -0.8238636352848898   
   0.7827132810515456    ,   0.7557581522132706    
   -0.7201690348889132   ,   0.8242037179513104    
   -0.9091577789943064   ,   0.7637631939398339    
   0.6930319947051338    ,    0.733973598284088    
   0.9202532004898221    ,   -0.6276924768008152   
   -0.8047944992032738   ,   0.9726307516433674    
   -0.9350259554809859   ,   -0.3862521714394518   
  -0.39484898767615184   ,   0.9753674687937512    
   -0.8987218354886659   ,   0.7271865631845473    
   0.8052486000199517    ,   0.9261109010870243    
   -0.9999934196585174   ,   0.3406127178573348    
   0.6260557176202901    ,   0.8557513407696531    
   -0.6223234122519026   ,   0.7993341568426653    
   0.6146396419886226    ,   -0.8062013571375533   
   -0.5700194259787286   ,    0.985868979404481    
   0.9679619325720801    ,   -0.5982669183110672   
   0.8688581967704421    ,   -0.640777274275381    
   -0.8936158922100723   ,   0.5039433695339339    
   -0.8376989948723201   ,   0.7417314993598707    
   0.6917121094326284    ,   -0.9106444914328284   
   -0.679846661455543    ,   -0.9032363388280469   
   0.9609614859021145    ,   0.46668702690389297   
   -0.7034836732133718   ,   -0.8860660931610413   
   0.9616540838176153    ,   -0.6911125812608669   
   -0.8612125872702177   ,   0.9116572603066653    
   0.7983990478722973    ,   -0.8567395273287886   
   0.4722941412087234    ,   -0.970005653521504    
   -0.9818920378991742   ,   -0.8247656316238636   
    0.854835814736892    ,   0.8088348372036789    
   -0.853701196335255    ,   0.7264971312609101    
    0.694610112043337    ,   -0.7908586256487788   
   -0.7848536946618749   ,   0.7225175017372594    
   0.7735645732061787    ,   -0.8239308279953546   
    0.776307888022753    ,   0.6530878856976992    
   0.7823943543439982    ,   -0.6391714814002261   
   -0.6698927463986706   ,   -0.8043219242692128   
   -0.9097256860413618   ,   -0.554533786650921    
   0.8799627900164475    ,   -0.616186121019977    
   -0.6906564081605457   ,   0.9387377862207344    
   -0.8044940079025784   ,   -0.7216354785001886   
    0.582787342271216    ,   -0.8802809767368172   
   -0.8653856362920453   ,   -0.7903753509219822   
   -0.9137225377583518   ,   -0.7275008289595528   
   0.47864357329500784   ,   0.9149420761873062    
   0.7689040669752532    ,   0.7414954849448863    
   -0.789890793885226    ,   0.9653221261893241    
   0.8608735836555472    ,   -0.9553169929425471   
